ID,英文名稱,中文名稱,圖片,化學式,更新日期
1007484,tartaric acid,"酒石酸；2,3-二羥丁二酸",,HOOC(CHOH)<Sub>2</Sub><Font>COOH</Font>,2012-11-26
1007485,tartrazine,酒石黃,,C<Sub>16</Sub><Font>H</Font><Sub>9</Sub><Font>N</Font><Sub>4</Sub><Font>Na</Font><Sub>3</Sub><Font>O</Font><Sub>9</Sub><Font>S</Font><Sub>2</Sub>,2012-11-26
1007486,tartronic acid,羥丙二酸；丙醇二酸,,HOCH(COOH)<Sub>2</Sub>,2012-11-26
1007487,tartronylurea; dialuric acid; 5-hydroxybarbituric acid,羥丙二醯脲；丙醇二醯脲；5-羥巴比妥酸,,C<Sub>4</Sub><Font>H</Font><Sub>4</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1007488,tatramethyl stannane; tetramethyltin,四甲錫,,Sn(CH<Sub>3</Sub><Font>)</Font><Sub>4</Sub>,2012-11-26
1007489,taurocholic acid,牛膽酸；胺乙磺膽酸,,C<Sub>26</Sub><Font>H</Font><Sub>45</Sub><Font>NO</Font><Sub>7</Sub><Font>S</Font>,2012-11-26
1007490,taurine; 2-aminoethanesulfonic acid,牛磺酸；胺乙磺酸,,H<Sub>2</Sub><Font>NCH</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>SO</Font><Sub>2</Sub><Font>OH</Font>,2012-11-26
1007491,tazettine,多花水仙鹼,,C<Sub>18</Sub><Font>H</Font><Sub>21</Sub><Font>NO</Font><Sub>5</Sub>,2012-11-26
1007492,tecomin; lapachol,五加酚,,C<Sub>15</Sub><Font>H</Font><Sub>14</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1007493,tecomine; tecomanine,紫葳鹼,,C<Sub>11</Sub><Font>H</Font><Sub>17</Sub><Font>NO</Font>,2012-11-26
1007494,tectochrysin; methylchrysin,甲金黃酮；柚金黃酮,,C<Sub>16</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1007495,tectoquinone; 2-methylanthraquinone,柚木醌；2-甲蒽醌,,C<Sub>15</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007496,tecoridin,鳶尾苷,,C<Sub>22</Sub><Font>H</Font><Sub>22</Sub><Font>O</Font><Sub>11</Sub>,2012-11-26
1007497,tectorigenin,鳶尾配質,,C<Sub>16</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>6</Sub>,2012-11-26
1007498,"tentarome; 7-acetyl-1,1,3,4,4,6-hexamethyltetralin","7-乙醯-1,1,3,4,4,6-六甲四氫萘",,C<Sub>18</Sub><Font>H</Font><Sub>26</Sub><Font>O</Font>,2012-11-26
1007499,tenulin,團菊素,,C<Sub>17</Sub><Font>H</Font><Sub>22</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
1007500,tephrosin,灰葉素,,C<Sub>23</Sub><Font>H</Font><Sub>22</Sub><Font>O</Font><Sub>7</Sub>,2012-11-26
1007501,teraconic acid,托康酸；異亞丙基丁二酸,,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C=C(COOH)CH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
1007502,teracrylic acid,"3,4-二甲-3-戊烯酸",,(CH<Sub>3</Sub><Font>)</Font><Sub>2</Sub><Font>C=C(CH</Font><Sub>3</Sub><Font>)CH</Font><Sub>2</Sub><Font>COOH</Font>,2012-11-26
1007503,terebinic acid; terebic acid,"氧化松節油酸；4-甲-3-羧-1,4-內酯",,C<Sub>7</Sub><Font>H</Font><Sub>10</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1007504,terephthalaldehyde,對-酞醛；對-苯二甲醛,,<p>C<sub>6</sub>H<sub>4</sub>(CHO)<sub>2</sub></p>,2012-11-26
1007505,terephthalaldehydic acid,對-甲醛苯甲酸,,<p>HCOC<sub>6</sub>H<sub>4</sub>COOH</p>,2012-11-26
1007506,terephthalic acid; p-phthalic acid,對酞酸；對-酞酸；對-苯二甲酸,,<p>C<sub>6</sub>H<sub>4</sub>(COOH)<sub>2</sub></p>,2012-11-26
1007507,terephthalic acid mononitrile; p-cyanobenzoic acid,對-氰苯甲酸,,<p>NCC<sub>6</sub>H<sub>4</sub>COOH</p>,2012-11-26
1007508,terephthalic aldehyde,對酞醛；對-苯二甲醛,,<p>C<sub>6</sub>H<sub>4</sub>(CHO)<sub>2</sub></p>,2012-11-26
1007509,terephthalonitrile,對酞腈；對-苯二[甲]腈,,<p>C<sub>6</sub>H<sub>4</sub>(CN)<sub>2</sub></p>,2012-11-26
1007510,terephthaloyl chloride,對酞醯氯,,<p>C<sub>6</sub>H<sub>4</sub>(COCl)<sub>2</sub></p>,2012-11-26
1007511,terodiline,特羅地林,,C<Sub>20</Sub><Font>H</Font><Sub>27</Sub><Font>N</Font>,2012-11-26
1007512,terpane; p-menthane,萜烷；對-䓝烷；薄荷烷,,<p>C<sub>10</sub>H<sub>20</sub></p>,2012-11-26
1007513,terpenylic acid,"萜烯基酸；4-甲-3-羧甲-1,4-戊內酯",,C<Sub>8</Sub><Font>H</Font><Sub>12</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1007514,p-terphenyl,對-聯三苯,,<p>C<sub>6</sub>H<sub>5</sub>C<sub>6</sub>H<sub>4</sub>C<sub>6</sub>H<sub>5</sub></p>,2012-11-26
1007515,"1,4-terpin","1,4-萜品；1,4-萜二醇；對-䓝-1,4-二醇",,<p>C<sub>10</sub>H<sub>18</sub>(OH)<sub>2</sub></p>,2012-11-26
1007516,"1,8-terpin; p-menthane-1,8-diol","1,8-萜品；1,8-萜二醇；對-䓝-1,8-二醇",,<p>C<sub>10</sub>H<sub>20</sub>O<sub>2</sub></p>,2012-11-26
1007517,terpine hydrate; terpinol,"水合對-䓝-1,8-二醇",,<p>C<sub>10</sub>H<sub>20</sub>O<sub>2</sub>&middot;H<sub>2</sub>O</p>,2012-11-26
1007518,α-terpineol,α-萜品醇 {1-對-䓝烯-8-醇},,<p>C<sub>10</sub>H<sub>18</sub>O</p>,2012-11-26
1007519,p-menth-1-en-8-ol,對-䓝-1-烯-8-醇 {α-萜品醇},,<p>C<sub>10</sub>H<sub>18</sub>O</p>,2012-11-26
1007520,β-terpineol,β-萜品醇 {8(9)-對-䓝烯-1-醇},,<p>C<sub>10</sub>H<sub>18</sub>O</p>,2012-11-26
1007521,8(9)-p-menthen-1-ol,8(9)-對-䓝烯-1-醇 {β-萜品醇},,<p>C<sub>10</sub>H<sub>18</sub>O</p>,2012-11-26
1007522,γ-terpineol,γ-萜品醇 {4(8)-對-䓝烯-1-醇},,<p>C<sub>10</sub>H<sub>18</sub>O</p>,2012-11-26
1007523,4(8)-p-menthen-1-ol,4(8)-對-䓝烯-1-醇,,<p>C<sub>10</sub>H<sub>18</sub>O</p>,2012-11-26
1007524,terpinene,萜品烯 {對-䓝二烯},,<p>C<sub>10</sub>H<sub>16</sub></p>,2012-11-26
1007525,α-terpinene,"α-萜品烯 {1,3-對-䓝二烯}",,<p>C<sub>10</sub>H<sub>16</sub></p>,2012-11-26
1007526,"1,3-p-menthadiene","1,3-對-䓝二烯 {α-萜品烯}",,<p>C<sub>10</sub>H<sub>16</sub></p>,2012-11-26
1007527,β-terpinene,"β-萜品烯 {3,1(7)-對-䓝二烯}",,<p>C<sub>10</sub>H<sub>16</sub></p>,2012-11-26
1007528,"3,1(7)-p-menthadiene","3,1(7)-對-䓝二烯",,<p>C<sub>10</sub>H<sub>16</sub></p>,2012-11-26
1007529,γ-terpinene,"γ-萜品烯 {1,4-對-䓝二烯}",,<p>C<sub>10</sub>H<sub>16</sub></p>,2012-11-26
1007530,"1,4-p-menthadiene","1,4-對-䓝二烯 {γ-萜品烯}",,<p>C<sub>10</sub>H<sub>16</sub></p>,2012-11-26
1007531,terpinolene,"萜品油烯 {1,4(8)-對-䓝二烯}",,<p>C<sub>10</sub>H<sub>16</sub></p>,2012-11-26
1007532,"1,4(8)-p-menthadiene","1,4(8)-對-䓝二烯 {萜品油烯}",,<p>C<sub>10</sub>H<sub>16</sub></p>,2012-11-26
1007533,terpinyl acetate,乙酸【草(之上)+孟】烯酯；乙酸松香酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>10</Sub><Font>H</Font><Sub>17</Sub>,2012-11-26
1007534,terramycin; oxytetracycline,地靈黴素；氧四環素,,C<Sub>22</Sub><Font>H</Font><Sub>24</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>9</Sub>,2012-11-26
1007535,testosterone,睪甾醇；睪固酮,,C<Sub>19</Sub><Font>H</Font><Sub>28</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007536,tetracetylglucose,四乙醯葡萄糖,,C<Sub>6</Sub><Font>H</Font><Sub>8</Sub><Font>O</Font><Sub>2</Sub><Font>(OCOCH</Font><Sub>3</Sub><Font>)</Font><Sub>4</Sub>,2012-11-26
1007537,tetra-O-acetyl pentaerythritol; pentaerythritol tetraacetate,新戊四醇四乙酸酯；四乙酸異戊四醇,,C<Sub>13</Sub><Font>H</Font><Sub>20</Sub><Font>O</Font><Sub>8</Sub>,2012-11-26
1007538,"tetraamino-3,3'-dimethyl-diphenylmethane","四胺-3,3'-二甲二苯甲烷",,[CH<Sub>3</Sub><Font>(NH</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>]</Font><Sub>2</Sub><Font>CH</Font><Sub>2</Sub>,2012-11-26
1007539,tetraamylsilicane; tetraamylsilane,四戊[單]矽烷；四戊矽,,(C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>)</Font><Sub>4</Sub><Font>Si</Font>,2012-11-26
1007540,tetrabenzyltin,四苄錫,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>Sn</Font>,2012-11-26
1007541,tetrabromoaniline,四溴苯胺,,C<Sub>6</Sub><Font>H(NH</Font><Sub>2</Sub><Font>)Br</Font><Sub>4</Sub>,2012-11-26
1007542,tetrabromobenzene,四溴苯,,C<Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>Br</Font><Sub>4</Sub>,2012-11-26
1007543,"1,2,3,5-tetrabromobenzene","1,2,3,5-四溴苯",,C<Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>Br</Font><Sub>4</Sub>,2012-11-26
1007544,"1,2,3,4-tetrabromobutane","1,2,3,4-四溴丁烷",,C<Sub>4</Sub><Font>H</Font><Sub>6</Sub><Font>Br</Font><Sub>4</Sub>,2012-11-26
1007545,"3,3',5,5'-tetrabromo-m-cresolsulfonphthalein; bromocresol green","3,3',5,5'-四溴間甲磺酚酞；溴甲酚綠",,C<Sub>21</Sub><Font>H</Font><Sub>14</Sub><Font>Br</Font><Sub>4</Sub><Font>O</Font><Sub>5</Sub><Font>S</Font>,2012-11-26
1007546,"2,2',4,4'-tetrabromo-diphenylamine","2,2',4,4'-四溴二苯胺",,(C<Sub>6</Sub><Font>H</Font><Sub>3</Sub><Font>Br</Font><Sub>2</Sub><Font>)</Font><Sub>2</Sub><Font>NH</Font>,2012-11-26
1007547,sym-tetrabromoethane,對稱-四溴乙烷,,<p>Br<sub>2</sub>CHCHBr<sub>2</sub></p>,2012-11-26
1007548,"1,1,1,2-tetrabromoethane","1,1,1,2-四溴乙烷",,CBr<Sub>3</Sub><Font>CH</Font><Sub>2</Sub><Font>Br</Font>,2012-11-26
1007549,"1,1,2,2-tetrabromoethane","1,1,2,2-四溴乙烷",,CHBr<Sub>2</Sub><Font>CHBr</Font><Sub>2</Sub>,2012-11-26
1007550,tetrabromoethylene,四溴乙烯,,Br<Sub>2</Sub><Font>C=CBr</Font><Sub>2</Sub>,2012-11-26
1007551,tetrabromofluorescein; eosin(e) (yellowish),四溴螢光素；曙紅[Y],,C<Sub>20</Sub><Font>H</Font><Sub>6</Sub><Font>Br</Font><Sub>4</Sub><Font>Na</Font><Sub>2</Sub><Font>O</Font><Sub>5</Sub>,2012-11-26
1007552,tetrabromomethane; carbon tetrabromide,四溴甲烷；四溴化碳,,CBr<Sub>4</Sub>,2012-11-26
1007553,tetrabromophenolphthalein,四溴酚酞,,C<Sub>20</Sub><Font>H</Font><Sub>10</Sub><Font>Br</Font><Sub>4</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1007554,"3,3',5,5'-tetrabromophenol-sulfonphthalein; bromophenol blue","3,3',5,5'-四溴磺酚酞；溴酚藍",,C<Sub>19</Sub><Font>H</Font><Sub>10</Sub><Font>Br</Font><Sub>4</Sub><Font>O</Font><Sub>5</Sub><Font>S</Font>,2012-11-26
1007555,tetrabromophthalic anhydride,四溴酞[酸]酐,,C<Sub>6</Sub><Font>Br</Font><Sub>4</Sub><Font>(CO)</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
1007556,tetrabromopyrrole,四溴吡咯,,C<Sub>4</Sub><Font>HBr</Font><Sub>4</Sub><Font>N</Font>,2012-11-26
1007557,tetrabromoquinone,四溴醌,,C<Sub>6</Sub><Font>Br</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007558,"9,10,12,13-tetrabromo-stearic acid","9,10,12,13-四溴十八酸",,C<Sub>17</Sub><Font>H</Font><Sub>31</Sub><Font>Br</Font><Sub>4</Sub><Font>COOH</Font>,2012-11-26
1007559,tetrabromothiophene,四溴噻吩,,C<Sub>4</Sub><Font>Br</Font><Sub>4</Sub><Font>S</Font>,2012-11-26
1007560,tetrabutylammonium bromide,溴化四丁銨,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>4</Sub><Font>NBr</Font>,2012-11-26
1007561,tetrabutylammonium hydrogen sulfate,硫酸氫四丁銨,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>4</Sub><Font>NHSO</Font><Sub>4</Sub>,2012-11-26
1007562,tetrabutyllead,四丁鉛,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>4</Sub><Font>Pb</Font>,2012-11-26
1007563,tetrabutylphosphonium bromide,溴化四丁鏻,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>4</Sub><Font>PBr</Font>,2012-11-26
1007564,tetrabutylsilicane; tetrabutylsilane,四丁[單]矽烷；四丁矽,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>4</Sub><Font>Si</Font>,2012-11-26
1007566,tetrabutyltin,四丁錫,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>4</Sub><Font>Sn</Font>,2012-11-26
1007567,tetrabutylurea,四丁脲,,(C<Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>2</Sub><Font>NCON(C</Font><Sub>4</Sub><Font>H</Font><Sub>9</Sub><Font>)</Font><Sub>2</Sub>,2012-11-26
1007568,tetracene,四【草(之上)+申】,,C<Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>C</Font><Sub>4</Sub><Font>H</Font><Sub>2</Sub><Font>C</Font><Sub>4</Sub><Font>H</Font><Sub>2</Sub><Font>C</Font><Sub>4</Sub><Font>H</Font><Sub>4</Sub>,2012-11-26
1007569,sym-tetrachloroacetone,對稱-四氯丙酮,,<p>(Cl<sub>2</sub>CH)<sub>2</sub>CO</p>,2012-11-26
1007570,"2,3,4,5-tetrachloroaniline","2,3,4,5-四氯苯銨",,C<Sub>6</Sub><Font>HCl</Font><Sub>4</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1007571,tetrachloroanthracene,四氯蒽,,C<Sub>14</Sub><Font>H</Font><Sub>6</Sub><Font>Cl</Font><Sub>4</Sub>,2012-11-26
1007572,tetrachloroanthraquinone,四氯蒽醌,,C<Sub>14</Sub><Font>H</Font><Sub>4</Sub><Font>Cl</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007573,"tetrachloro-1,4-benzoquinone","四氯-1,4-苯醌",,C<Sub>6</Sub><Font>Cl</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007574,tetrachlorobenzene,四氯苯,,C<Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>Cl</Font><Sub>4</Sub>,2012-11-26
1007575,tetrachlorodiphenylethane {= TDE},四氯二苯乙烷,,C<Sub>14</Sub><Font>H</Font><Sub>10</Sub><Font>Cl</Font><Sub>4</Sub>,2012-11-26
1007576,sym-tetrachloroethane,對稱-四氯乙烷,,<p>Cl<sub>2</sub>CHCHCl<sub>2</sub></p>,2012-11-26
1007577,unsym-tetrachloroethane,不對稱-四氯乙烷,,<p>C<sub>2</sub>H<sub>2</sub>Cl<sub>4</sub></p>,2012-11-26
1007578,"1,1,1,2-tetrachloroethane","1,1,1,2-四氯乙烷",,CH<Sub>2</Sub><Font>ClCCl</Font><Sub>3</Sub>,2012-11-26
1007579,"1,1,2,2-tetrachloroethane","1,1,2,2-四氯乙烷",,CHCl<Sub>2</Sub><Font>CHCl</Font><Sub>2</Sub>,2012-11-26
1007580,tetrachloroethylene,四氯乙烯,,Cl<Sub>2</Sub><Font>C=CCl</Font><Sub>2</Sub>,2012-11-26
1007581,tetrachlorohydroquinone,四氯氫醌,,C<Sub>6</Sub><Font>Cl</Font><Sub>4</Sub><Font>(OH)</Font><Sub>2</Sub>,2012-11-26
1007582,tetrachloromethane; carbon tetrachloride,四氯甲烷；四氯化碳,,CCl<Sub>4</Sub>,2012-11-26
1007583,"1,2,3,4-tetrachloro-naphthalene","1,2,3,4-四氯萘",,C<Sub>10</Sub><Font>H</Font><Sub>4</Sub><Font>Cl</Font><Sub>4</Sub>,2012-11-26
1007584,tetrachlorophenolphthalein,四氯酚酞,,C<Sub>20</Sub><Font>H</Font><Sub>10</Sub><Font>Cl</Font><Sub>4</Sub><Font>O</Font><Sub>4</Sub>,2012-11-26
1007585,tetrachlorophthalic acid,四氯酞酸,,C<Sub>6</Sub><Font>Cl</Font><Sub>4</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1007586,"1,1,3,3-tetrachloro-2-propanone","1,1,3,3-四氯丙酮",,Cl<Sub>2</Sub><Font>CHCOCHCl</Font><Sub>2</Sub>,2012-11-26
1007587,tetrachloroquinone; chloranil,四氯醌；氯醌,,C<Sub>6</Sub><Font>Cl</Font><Sub>4</Sub><Font>O</Font><Sub>2</Sub>,2012-11-26
1007588,tetrachlorosilane,四氯化矽；四氯矽烷,,Cl<Sub>4</Sub><Font>Si</Font>,2012-11-26
1007589,tetrachlorothiophene,四氯噻吩,,C<Sub>4</Sub><Font>Cl</Font><Sub>4</Sub><Font>S</Font>,2012-11-26
1007590,tetracontane,四十烷,,C<Sub>40</Sub><Font>H</Font><Sub>82</Sub>,2012-11-26
1007591,tetraconsandienoic acid,二十四碳二烯酸,,C<Sub>23</Sub><Font>H</Font><Sub>43</Sub><Font>COOH</Font>,2012-11-26
1007592,tetracosandioic acid; tetracosane diacid,二十四烷二酸,,C<Sub>22</Sub><Font>H</Font><Sub>44</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1007593,n-tetracosane,正二十四烷,,C<Sub>24</Sub><Font>H</Font><Sub>50</Sub>,2012-11-26
1007594,tetracosane dicarboxylic acid,二十六烷二酸；二十四烷二甲酸,,C<Sub>24</Sub><Font>H</Font><Sub>48</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1007595,tetracosanoic acid,二十四酸,,C<Sub>23</Sub><Font>H</Font><Sub>47</Sub><Font>COOH</Font>,2012-11-26
1007596,tetracosanol,二十四醇,,C<Sub>24</Sub><Font>H</Font><Sub>49</Sub><Font>OH</Font>,2012-11-26
1007597,tetraconsendioic acid; tetracosene diacid,二十四烯二酸,,C<Sub>22</Sub><Font>H</Font><Sub>42</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1007598,tetracosenic acid; tetracosenoic acid,二十四烯酸,,C<Sub>23</Sub><Font>H</Font><Sub>45</Sub><Font>COOH</Font>,2012-11-26
1007599,tetra-p-cresoxysilicane,四-對-甲苯氧矽；四對-【艹叨】氧矽,,<p>(CH<sub>3</sub>C<sub>6</sub>H<sub>4</sub>O)<sub>4</sub>Si</p>,2012-11-26
1007600,"7,7,8,8-tetracyanoquinodimethane","7,7,8,8-四氰醌二甲烷",,<p>(NC)<sub>2</sub>C<sub>6</sub>H<sub>4</sub>C(CN)<sub>2</sub></p>,2012-11-26
1007601,tetracycline,四環素,,C<Sub>24</Sub><Font>H</Font><Sub>24</Sub><Font>N</Font><Sub>2</Sub><Font>O</Font><Sub>8</Sub>,2012-11-26
1007602,tetracyclohexyltin,四環己錫,,(C<Sub>6</Sub><Font>H</Font><Sub>11</Sub><Font>)</Font><Sub>4</Sub><Font>Sn</Font>,2012-11-26
1007603,tetracyclone,四環酮；四苯環戊二烯酮,,(C<Sub>6</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>4</Sub><Font>C</Font><Sub>5</Sub><Font>O</Font>,2012-11-26
1007604,tetradecadienoic acid,十四碳二烯酸,,C<Sub>13</Sub><Font>H</Font><Sub>23</Sub><Font>COOH</Font>,2012-11-26
1007605,tetradecanal oxime,十四醛肟；肉豆蔻醛肟,,C<Sub>13</Sub><Font>H</Font><Sub>27</Sub><Font>CH=NOH</Font>,2012-11-26
1007606,tetradecanamide,十四醯胺；肉豆蔻醯胺,,C<Sub>13</Sub><Font>H</Font><Sub>27</Sub><Font>CONH</Font><Sub>2</Sub>,2012-11-26
1007607,tetradecandioic acid; tetradecane diacid,十四烷二酸,,C<Sub>12</Sub><Font>H</Font><Sub>24</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1007608,n-tetradecane,正十四烷,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>12</Sub><Font>CH</Font><Sub>3</Sub>,2012-11-26
1007609,tetradecane dicarboxylic acid,十四烷二甲酸；十六烷二酸,,C<Sub>14</Sub><Font>H</Font><Sub>28</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1007610,tetradecanenitrile,十四腈,,C<Sub>13</Sub><Font>H</Font><Sub>27</Sub><Font>CN</Font>,2012-11-26
1007611,tetradecanoic acid; myristic acid,十四酸；肉豆蔻酸,,C<Sub>13</Sub><Font>H</Font><Sub>27</Sub><Font>COOH</Font>,2012-11-26
1007612,tetradecanoic anhydride,十四[酸]酐；肉豆蔻[酸]酐,,(C<Sub>13</Sub><Font>H</Font><Sub>27</Sub><Font>CO)</Font><Sub>2</Sub><Font>O</Font>,2012-11-26
1007613,tetradecanol,十四醇,,C<Sub>14</Sub><Font>H</Font><Sub>29</Sub><Font>OH</Font>,2012-11-26
1007614,tetradecanoyl chloride,十四醯氯；肉豆蔻醯氯,,C<Sub>13</Sub><Font>H</Font><Sub>27</Sub><Font>COCl</Font>,2012-11-26
1007615,tetradecendioic acid; tetradecene diacid; tetradecylene diacid,十四烯二酸,,C<Sub>12</Sub><Font>H</Font><Sub>22</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1007616,2-tetradecene,2-十四烯,,CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>10</Sub><Font>CH=CHCH</Font><Sub>3</Sub>,2012-11-26
1007617,tetradecene dicarboxylic acid; tetradecylene dicarboxxylic acid,十四烯二甲酸；十六烯二酸,,C<Sub>14</Sub><Font>H</Font><Sub>26</Sub><Font>(COOH)</Font><Sub>2</Sub>,2012-11-26
1007618,tetradecenoic acid; tetradecylenic acid,十四烯酸,,C<Sub>13</Sub><Font>H</Font><Sub>25</Sub><Font>COOH</Font>,2012-11-26
1007619,tetradecyl acetate,乙酸十四酯,,CH<Sub>3</Sub><Font>COOC</Font><Sub>14</Sub><Font>H</Font><Sub>29</Sub>,2012-11-26
1007620,tetradecyl alcohol,十四醇,,C<Sub>14</Sub><Font>H</Font><Sub>29</Sub><Font>OH</Font>,2012-11-26
1007621,tetradecylamine,十四胺,,C<Sub>14</Sub><Font>H</Font><Sub>29</Sub><Font>NH</Font><Sub>2</Sub>,2012-11-26
1007622,tetradecyl caproate,己酸十四酯,,C<Sub>5</Sub><Font>H</Font><Sub>11</Sub><Font>COOC</Font><Sub>14</Sub><Font>H</Font><Sub>29</Sub>,2012-11-26
1007623,α-tetradecylene; tetradecene,十四烯,,C<Sub>14</Sub><Font>H</Font><Sub>28</Sub>,2012-11-26
1007624,tetradecylenic acid,十四烯酸,,C<Sub>13</Sub><Font>H</Font><Sub>25</Sub><Font>COOH</Font>,2012-11-26
1007625,tetradecyl marcaptan,十四硫醇,,C<Sub>14</Sub><Font>H</Font><Sub>29</Sub><Font>SH</Font>,2012-11-26
1007626,tetradecyl sulfate,硫酸十四酯,,(C<Sub>14</Sub><Font>H</Font><Sub>29</Sub><Font>)</Font><Sub>2</Sub><Font>SO</Font><Sub>4</Sub>,2012-11-26
1007627,2-tetradecyne,2-十四炔,,"CH<Sub>3</Sub><Font>(CH</Font><Sub>2</Sub><Font>)</Font><Sub>10</Sub><Font>C</Font><Fonthtml:Face=""細明體"" x:CharSet=""136"" x:Family=""Modern"">≡</Font><Font>CCH</Font><Sub>3</Sub>",2012-11-26
1007628,tetradecynic acid,十四炔酸,,C<Sub>13</Sub><Font>H</Font><Sub>23</Sub><Font>COOH</Font>,2012-11-26
1007629,"tetradifon; 2,4,5,4'-tetrachlorodiphenyl sulphone","2,4,5,4'-四氯二苯碸",,Cl<Sub>3</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>2</Sub><Font>SO</Font><Sub>2</Sub><Font>C</Font><Sub>6</Sub><Font>H</Font><Sub>4</Sub><Font>Cl</Font>,2012-11-26
1007630,tetraethanolammonium hydroxide,氫氧化四乙醇銨；氫氧化四(羥乙)銨,,(HOCH<Sub>2</Sub><Font>CH</Font><Sub>2</Sub><Font>)</Font><Sub>4</Sub><Font>NOH</Font>,2012-11-26
1007631,tetraethoxysilicane,四乙氧矽；四乙氧矽烷,,(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>O)</Font><Sub>4</Sub><Font>Si</Font>,2012-11-26
1007632,tetraethyl ethanetetra-carboxylate,乙四甲酸四乙酯,,C<Sub>2</Sub><Font>H</Font><Sub>2</Sub><Font>(COOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>4</Sub>,2012-11-26
1007633,tetraethyl orthocarbonate,原碳酸四乙酯,,(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>O)</Font><Sub>4</Sub><Font>C</Font>,2012-11-26
1007634,tetraethyl propanetetra-carboxylate,丙四甲酸四乙酯,,(CH<Sub>2</Sub><Font>CHCH)(COOC</Font><Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>4</Sub>,2012-11-26
1007635,tetraethyl pyrophosphate {= TEPP},焦磷酸四乙酯；特普,,(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>O)</Font><Sub>4</Sub><Font>P</Font><Sub>2</Sub><Font>O</Font><Sub>3</Sub>,2012-11-26
1007636,tetraethylammonium bromide,溴化四乙銨,,(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>4</Sub><Font>NBr</Font>,2012-11-26
1007637,tetraethylammonium hydroxide,氫氧化四乙銨,,(C<Sub>2</Sub><Font>H</Font><Sub>5</Sub><Font>)</Font><Sub>4</Sub><Font>NOH</Font>,2012-11-26
